merishnasuwal_breast-cancer-prediction-dataset_Breast_cancer_data.csv,diagnosis,diagnosis,TRUE,"['diagnosis', 'mean_radius', 'mean_texture']",TRUE,classification,classification,TRUE,FALSE,,,Microsoft-Malware-Prediction.csv,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size
hassanamin_textdb3_fake_or_real_news.csv,label,label,TRUE,"['label', 'title', 'text']",TRUE,classification,classification,TRUE,FALSE,,,g-research-crypto-forecasting_train.csv,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size
willkoehrsen_home-credit-manual-engineered-features_train_bureau_raw.csv,TARGET,TARGET,TRUE,"['TARGET', 'NAME_CONTRACT_TYPE', 'CODE_GENDER']",TRUE,classification,classification,TRUE,FALSE,,,sf1.csv,c-class,c-class,TRUE,"['c-class', 'm-class', 'x-class']",TRUE,classification,regression,FALSE,TRUE,multi-target
siddharthm1698_coursera-course-dataset_coursea_data.csv,course_rating,course_rating,TRUE,"['course_rating', 'course_Certificate_type', 'course_difficulty']",TRUE,classification,regression,FALSE,FALSE,,,jura.csv,Cr,Cd,FALSE,"['Cr', 'Ni', 'Pb']",FALSE,regression,regression,TRUE,TRUE,multi-target
altavish_boston-housing-dataset_HousingData.csv,MEDV,MEDV,TRUE,"['MEDV', 'LSTAT', 'B']",TRUE,regression,regression,TRUE,FALSE,,,austinreese_craigslist-carstrucks-data_vehicles.csv,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size
muhakabartay_sloan-digital-sky-survey-dr16_Skyserver_12_30_20194_49_58PM.csv,class,class,TRUE,"['class', 'redshift', 'plate']",TRUE,classification,classification,TRUE,FALSE,,,enb.csv,Y1,Y1,TRUE,"['Y1', 'Y2', 'X8']",TRUE,regression,regression,TRUE,TRUE,multi-target
dileep070_heart-disease-prediction-using-logistic-regression_framingham.csv,TenYearCHD,TenYearCHD,TRUE,"['TenYearCHD', 'diabetes', 'prevalentStroke']",TRUE,classification,classification,TRUE,FALSE,,,kevinmh_fifa-18-more-complete-player-dataset_complete.csv,overall,overall,TRUE,"['overall', 'potential', 'eur_value']",TRUE,regression,classification,FALSE,TRUE,multi-target
roshansharma_online-shoppers-intention_online_shoppers_intention.csv,Revenue,Revenue,TRUE,"['Revenue', 'Weekend', 'VisitorType']",TRUE,classification,classification,TRUE,FALSE,,,sf2.csv,mod_zurich_class,c-class,FALSE,"['mod_zurich_class', 'largest_spot_size', 'spot_distribution']",FALSE,,regression,FALSE,TRUE,multi-target
costa-rica.csv,Target,Target,TRUE,"['Target', 'dependency', 'edjefe']",TRUE,classification,classification,TRUE,FALSE,,,predict-closed-questions-on-stack-overflow_train.csv,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size
gauravduttakiit_loan-defaulter_application_data.csv,TARGET,TARGET,TRUE,"['TARGET', 'NAME_CONTRACT_TYPE', 'CODE_GENDER']",TRUE,classification,classification,TRUE,FALSE,,,see-click-predict-fix_train.csv,num_votes,num_votes,TRUE,"['num_votes', 'num_comments', 'num_views']",TRUE,regression,regression,TRUE,TRUE,multi-target
shayannaveed_credit-card-fraud-detection_creditcard.csv,Class,Class,TRUE,"['Class', 'V28', 'V27']",TRUE,classification,classification,TRUE,FALSE,,,Corporacion-Favorita-Grocery-Sales-Forecasting.csv,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size
jealousleopard_goodreadsbooks_books.csv,average_rating,average_rating,TRUE,"['average_rating', 'ratings_count', 'text_reviews_count']",TRUE,regression,regression,TRUE,FALSE,,,1128.csv,>10k cols,Tissue,FALSE,"['>10k cols', '>10k cols', '>10k cols']",FALSE,,classification,FALSE,FALSE,>10k cols
jsphyg_weather-dataset-rattle-package_weatherAUS.csv,RainTomorrow,RainTomorrow,TRUE,"['RainTomorrow', 'RISK_MM', 'Rainfall']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
jmmvutu_summer-products-and-sales-in-ecommerce-wish_summer-products-with-rating-and-performance_2020-08.csv,units_sold,units_sold,TRUE,"['units_sold', 'rating', 'rating_count']",TRUE,classification,regression,FALSE,FALSE,,,,,,,,,,,,,
zhangjuefei_birds-bones-and-living-habits_bird.csv,type,type,TRUE,"['type', 'tarw', 'tarl']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
eswarchandt_amazon-music-reviews_Musical_instruments_reviews.csv,reviewerID,overall,FALSE,"['reviewerID', 'asin', 'reviewerName']",FALSE,,classification,FALSE,FALSE,,,,,,,,,,,,,
new-york-city_nyc-property-sales_nyc-rolling-sales.csv,SALE PRICE,SALE PRICE,TRUE,"['SALE PRICE', 'TOTAL UNITS', 'RESIDENTIAL UNITS']",TRUE,classification,regression,FALSE,FALSE,,,,,,,,,,,,,
293.csv,Y,Y,TRUE,"['Y', 'X1', 'X2']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
detecting-insults-in-social-commentary.csv,Insult,Insult,TRUE,"['Insult', 'Date', 'Comment']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
tejashvi14_travel-insurance-prediction-data_TravelInsurancePrediction.csv,TravelInsurance,TravelInsurance,TRUE,"['TravelInsurance', 'EverTravelledAbroad', 'FrequentFlyer']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
predict-who-is-more-influential-in-a-social-network_train.csv,Choice,Choice,TRUE,"['Choice', 'A_follower_count', 'A_following_count']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
upadorprofzs_credit-risk_original.csv,default,default,TRUE,"['default', 'loan', 'age']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
johndasilva_diabetes_diabetes.csv,Outcome,Outcome,TRUE,"['Outcome', 'Age', 'BMI']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
amitabhajoy_bengaluru-house-price-data_Bengaluru_House_Data.csv,price,price,TRUE,"['price', 'total_sqft', 'bath']",TRUE,regression,regression,TRUE,FALSE,,,,,,,,,,,,,
917.csv,binaryClass,binaryClass,TRUE,"['binaryClass', 'oz25', 'oz24']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
