merishnasuwal_breast-cancer-prediction-dataset_Breast_cancer_data.csv,diagnosis,diagnosis,TRUE,"['diagnosis', 'mean_radius', 'mean_texture']",TRUE,classification,classification,TRUE,FALSE,,,Microsoft-Malware-Prediction.csv,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size
hassanamin_textdb3_fake_or_real_news.csv,label,label,TRUE,"['label', 'title', 'text']",TRUE,classification,classification,TRUE,FALSE,,,g-research-crypto-forecasting_train.csv,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size
willkoehrsen_home-credit-manual-engineered-features_train_bureau_raw.csv,TARGET,TARGET,TRUE,"['TARGET', 'SK_ID_CURR', 'NAME_CONTRACT_TYPE']",TRUE,classification,classification,TRUE,FALSE,,,sf1.csv,c-class,c-class,TRUE,"['c-class', 'm-class', 'x-class']",TRUE,classification,regression,FALSE,TRUE,multi-target
siddharthm1698_coursera-course-dataset_coursea_data.csv,course_rating,course_rating,TRUE,"['course_rating', 'course_students_enrolled', 'course_Certificate_type']",TRUE,classification,regression,FALSE,FALSE,,,jura.csv,Cr,Cd,FALSE,"['Cr', 'Ni', 'Pb']",FALSE,regression,regression,TRUE,TRUE,multi-target
altavish_boston-housing-dataset_HousingData.csv,MEDV,MEDV,TRUE,"['MEDV', 'LSTAT', 'RM']",TRUE,regression,regression,TRUE,FALSE,,,austinreese_craigslist-carstrucks-data_vehicles.csv,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size
muhakabartay_sloan-digital-sky-survey-dr16_Skyserver_12_30_20194_49_58PM.csv,class,class,TRUE,"['class', 'redshift', 'plate']",TRUE,classification,classification,TRUE,FALSE,,,enb.csv,Y1,Y1,TRUE,"['Y1', 'Y2', 'Relative_compactness']",TRUE,regression,regression,TRUE,TRUE,multi-target
dileep070_heart-disease-prediction-using-logistic-regression_framingham.csv,TenYearCHD,TenYearCHD,TRUE,"['TenYearCHD', 'diabetes', 'prevalentStroke']",TRUE,classification,classification,TRUE,FALSE,,,kevinmh_fifa-18-more-complete-player-dataset_complete.csv,overall,overall,TRUE,"['overall', 'potential', 'eur_value']",TRUE,regression,classification,FALSE,TRUE,multi-target
roshansharma_online-shoppers-intention_online_shoppers_intention.csv,Revenue,Revenue,TRUE,"['Revenue', 'PageValues', 'ExitRates']",TRUE,classification,classification,TRUE,FALSE,,,sf2.csv,c-class,c-class,TRUE,"['c-class', 'm-class', 'x-class']",TRUE,classification,regression,FALSE,TRUE,multi-target
costa-rica.csv,Target,Target,TRUE,"['Target', 'v2a1', 'hacdor']",TRUE,classification,classification,TRUE,FALSE,,,predict-closed-questions-on-stack-overflow_train.csv,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size
gauravduttakiit_loan-defaulter_application_data.csv,TARGET,TARGET,TRUE,"['TARGET', 'SK_ID_CURR', 'NAME_CONTRACT_TYPE']",TRUE,classification,classification,TRUE,FALSE,,,see-click-predict-fix_train.csv,num_votes,num_votes,TRUE,"['num_votes', 'num_comments', 'num_views']",TRUE,regression,regression,TRUE,TRUE,multi-target
shayannaveed_credit-card-fraud-detection_creditcard.csv,Class,Class,TRUE,"['Class', 'V1', 'V2']",TRUE,classification,classification,TRUE,FALSE,,,Corporacion-Favorita-Grocery-Sales-Forecasting.csv,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size,>1G size
jealousleopard_goodreadsbooks_books.csv,average_rating,average_rating,TRUE,"['average_rating', 'ratings_count', 'text_reviews_count']",TRUE,regression,regression,TRUE,FALSE,,,1128.csv,>10k cols,Tissue,FALSE,"['>10k cols', '>10k cols', '>10k cols']",FALSE,,classification,FALSE,FALSE,>10k cols
jsphyg_weather-dataset-rattle-package_weatherAUS.csv,RainTomorrow,RainTomorrow,TRUE,"['RainTomorrow', 'RISK_MM', 'RainToday']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
jmmvutu_summer-products-and-sales-in-ecommerce-wish_summer-products-with-rating-and-performance_2020-08.csv,units_sold,units_sold,TRUE,"['units_sold', 'rating', 'rating_count']",TRUE,classification,regression,FALSE,FALSE,,,,,,,,,,,,,
zhangjuefei_birds-bones-and-living-habits_bird.csv,type,type,TRUE,"['type', 'huml', 'humw']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
eswarchandt_amazon-music-reviews_Musical_instruments_reviews.csv,overall,overall,TRUE,"['overall', 'helpful', 'reviewText']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
new-york-city_nyc-property-sales_nyc-rolling-sales.csv,SALE PRICE,SALE PRICE,TRUE,"['SALE PRICE', 'RESIDENTIAL UNITS', 'COMMERCIAL UNITS']",TRUE,classification,regression,FALSE,FALSE,,,,,,,,,,,,,
293.csv,Y,Y,TRUE,"['Y', 'X1', 'X2']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
detecting-insults-in-social-commentary.csv,Insult,Insult,TRUE,"['Insult', 'Comment', 'Date']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
tejashvi14_travel-insurance-prediction-data_TravelInsurancePrediction.csv,TravelInsurance,TravelInsurance,TRUE,"['TravelInsurance', 'Age', 'Employment Type']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
predict-who-is-more-influential-in-a-social-network_train.csv,Choice,Choice,TRUE,"['Choice', 'A_follower_count', 'A_following_count']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
upadorprofzs_credit-risk_original.csv,default,default,TRUE,"['default', 'clientid', 'income']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
johndasilva_diabetes_diabetes.csv,Outcome,Outcome,TRUE,"['Outcome', 'Pregnancies', 'Glucose']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
amitabhajoy_bengaluru-house-price-data_Bengaluru_House_Data.csv,price,price,TRUE,"['price', 'area_type', 'availability']",TRUE,regression,regression,TRUE,FALSE,,,,,,,,,,,,,
917.csv,binaryClass,binaryClass,TRUE,"['binaryClass', 'oz1', 'oz2']",TRUE,classification,classification,TRUE,FALSE,,,,,,,,,,,,,
